"id";"fan_page_id";"day";"fans";"fans_change";"talkingabout";"engaged_fans";"engaged_newly_fans";"ini";"ini_fan";"likes";"comments";"posts";"multimedia";"likes_fan";"comments_fan";"posts_fan";"multimedia_fan";"votes";"shares";"response_count";"response_median";"response_mean";"response_max";"response_min";"engaged_fans_likes";"engaged_fans_comments";"engaged_fans_posts";"engaged_fans_multimedia";"engaged_fans_votes";"engaged_fans_shares";"is_historic";"created_at";"updated_at"
"1881";245639553;21;"2015-02-25";1561667;262;10981;692;125;4160;2880;608;691;94;3;608;380;94;0;0;0;92;170;2058;36034;24;548;134;93;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:00:17"
"1882";245639555;21;"2015-02-26";1561973;306;11616;1314;360;4198;3238;1254;591;65;5;1254;366;65;0;0;0;64;202;923;33177;41;1153;165;64;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:00:18"
"1883";245639557;21;"2015-02-27";1562300;327;11839;1919;515;4844;3924;2176;515;68;4;2176;296;67;1;0;1;66;185;1243;34527;44;1789;130;67;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:00:18"
"1884";245639559;21;"2015-02-28";1562717;417;12275;2704;983;5296;4508;2976;452;56;4;2976;267;56;0;0;1;55;160;2149;34573;32;2602;118;53;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:00:16"
"1885";245639561;21;"2015-03-01";1562555;-162;13572;884;237;5671;4687;355;1192;64;3;355;955;64;0;0;0;64;156;1049;33379;34;272;648;62;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:01:31"
"1886";245639563;21;"2015-03-02";1562451;-104;13439;1673;433;7513;6353;1285;1289;74;4;1285;1008;74;1;0;27;71;217;482;5684;40;1094;672;74;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:00:17"
"1887";245639565;21;"2015-03-03";1562345;-106;12593;1712;609;8093;6913;1125;1448;89;4;1125;1159;89;2;0;26;89;262;1360;35494;39;1045;806;89;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:14:54"
"1888";245639567;21;"2015-03-04";1562237;-108;12204;1683;554;6692;5856;984;1258;76;3;984;1058;76;0;0;2;73;233;1854;34303;35;921;859;74;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:04:11"
"1889";245639569;21;"2015-03-05";1562329;92;12204;1404;483;4836;4024;1416;625;78;6;1416;434;78;2;0;14;74;344;4215;39038;36;1162;255;78;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:20:39"
"1890";245639573;21;"2015-03-06";1562472;143;12895;1290;347;4939;3955;1207;699;64;6;1207;464;63;3;0;22;63;298;1797;36253;41;1034;300;65;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:02:53"
"1891";245639575;21;"2015-03-07";1562773;301;12458;1358;304;5060;3988;1344;741;64;4;1344;485;64;0;0;12;63;215;964;37053;48;1127;278;63;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:01:32"
"1892";245639577;21;"2015-03-08";1563392;619;11742;783;201;4335;3451;523;835;52;2;523;623;49;1;0;2;50;256;2170;31674;55;480;329;48;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:04:11"
"1893";245639579;21;"2015-03-09";1563894;502;11742;3447;1041;7855;6967;4339;597;59;4;4339;387;59;0;0;38;59;308;614;10626;35;3320;159;57;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:04:10"
"1894";245639581;21;"2015-03-10";1564283;389;11742;1271;364;4690;3970;1242;603;53;3;1242;433;51;1;0;36;50;296;3569;36548;33;1053;295;49;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:04:12"
"1895";245639583;21;"2015-03-11";1564815;532;14024;1026;206;4545;3567;1001;641;74;3;999;406;74;0;0;22;72;240;1431;33176;44;838;230;73;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:02:54"
"1896";245639585;21;"2015-03-12";1565308;493;13947;2008;485;4987;4265;2139;523;60;7;2137;354;59;4;0;12;62;292;1108;15232;40;1832;205;60;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:14:53"
"1897";245639587;21;"2015-03-13";1565934;626;13947;2320;641;5637;4928;2401;551;83;4;2400;383;83;1;0;20;72;298;1843;35969;35;2145;193;81;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:14:52"
"1898";245639589;21;"2015-03-14";1563121;-2813;13947;1439;260;4292;3492;1512;519;60;4;1512;328;60;1;0;11;60;236;1880;34654;40;1301;165;56;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:05:28"
"1899";245639591;21;"2015-03-15";1555970;-7151;16096;1608;297;4833;4033;1613;604;61;1;1613;411;59;0;0;19;57;215;1335;33629;40;1425;212;58;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:05:28"
"1900";245639593;21;"2015-03-16";1548715;-7255;16096;1858;451;4924;4052;1888;484;67;3;1888;276;65;1;0;33;64;232;1032;35858;46;1720;154;65;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:09:29"
"1901";245639595;21;"2015-03-17";1540966;-7749;14764;1418;323;4570;3682;1474;550;79;6;1474;337;79;3;0;12;80;305;2816;36105;32;1266;169;80;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:06:48"
"1902";245639597;21;"2015-03-18";1532048;-8918;14764;1752;423;4772;3840;1844;523;74;7;1844;299;74;4;0;10;74;343;2651;32449;40;1606;147;74;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:24:27"
"1903";245639599;21;"2015-03-19";1532638;590;14852;2419;522;5263;4499;2543;518;60;6;2543;338;59;3;0;6;61;280;1749;38347;33;2287;151;56;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:24:29"
"1904";245639601;21;"2015-03-20";1533179;541;14852;1481;255;8104;7263;1556;455;64;6;1555;257;64;2;0;259;64;248;1508;34935;36;1383;96;63;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:09:29"
"1905";245639603;21;"2015-03-21";1533720;541;15490;820;122;3049;2413;885;378;41;7;885;231;41;3;0;15;42;297;1350;24912;52;705;128;44;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:09:30"
"1906";245639605;21;"2015-03-22";1534431;711;15490;2627;743;5969;5349;2721;578;67;4;2721;432;67;1;0;22;65;283;3027;35191;33;2434;232;64;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:08:10"
"1907";245639607;21;"2015-03-23";1534945;514;14142;1532;317;4214;3514;1586;441;66;4;1586;278;66;0;0;18;66;293;2611;36326;42;1399;141;65;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:09:30"
"1908";245639609;21;"2015-03-24";1535435;490;15027;882;129;3502;2698;958;446;63;4;958;255;61;2;0;13;63;244;1409;33243;20;757;139;62;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:09:31"
"1909";245639611;21;"2015-03-25";1535917;482;14619;1683;445;4725;3721;1689;586;74;3;1689;345;72;1;0;4;72;167;1711;29829;34;1541;158;73;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:24:29"
"1910";245639613;21;"2015-03-26";1536487;570;14619;1969;550;4923;4067;2031;503;73;2;2031;297;72;0;0;17;71;249;2417;36436;29;1828;150;69;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:10:52"
"1911";245639615;21;"2015-03-27";1536996;509;14126;1151;230;3429;2849;1185;388;51;5;1185;252;51;2;0;14;53;265;1621;35345;38;1026;152;52;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:12"
"1912";245639617;21;"2015-03-28";1537612;616;14126;2277;548;5802;4870;2346;664;51;6;2346;443;51;2;0;20;51;250;1801;31465;41;2072;248;51;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:10:52"
"1913";245639619;21;"2015-03-29";1538043;431;14181;1206;176;3968;3236;1272;434;72;4;1272;260;72;1;0;21;71;401;2696;35358;36;1073;119;67;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:12"
"1914";245639621;21;"2015-03-30";1538571;528;14181;1676;430;4122;3418;1686;430;69;3;1686;259;68;2;0;8;69;235;1378;35483;37;1532;124;70;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:13"
"1915";245639623;21;"2015-03-31";1538985;414;14181;893;205;3176;2520;836;410;63;3;836;254;62;1;0;10;63;550;2186;29389;58;775;117;62;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:12"
"1916";245639625;21;"2015-04-01";1538813;-172;14789;248;56;3288;2148;224;564;79;4;224;288;79;1;0;8;80;182;1303;29686;29;140;98;78;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:13"
"1917";245639627;21;"2015-04-02";1538728;-85;13385;182;43;2314;1469;138;410;61;4;137;205;61;2;0;0;63;211;2648;29790;25;97;71;62;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:13"
"1918";245639629;21;"2015-04-03";1538574;-154;13428;215;68;2425;1717;173;408;59;3;173;237;59;1;0;7;59;328;919;28302;42;126;69;60;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:13"
"1919";245639631;21;"2015-04-04";1538462;-112;13428;296;97;2276;1643;260;371;51;5;259;219;51;3;0;4;54;291;1159;23589;50;217;84;52;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:12:13"
"1920";245639633;21;"2015-04-05";1538373;-89;9994;223;78;1785;1193;165;310;35;3;165;165;35;2;0;4;36;316;988;22007;46;151;73;37;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:33"
"1921";245639635;21;"2015-04-06";1538172;-201;8723;181;64;2475;1643;111;476;54;1;111;270;53;1;0;1;52;197;370;2805;23;97;73;54;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:32"
"1922";245639637;21;"2015-04-07";1538105;-67;6553;162;45;2331;1595;91;431;60;3;91;250;60;2;0;0;58;360;974;29028;49;83;68;61;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:32"
"1923";245639639;21;"2015-04-08";1538077;-28;5288;218;85;2617;1848;133;451;67;4;132;262;67;3;0;6;69;318;887;28881;56;123;88;69;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:33"
"1924";245639641;21;"2015-04-09";1537829;-248;3065;152;46;2345;1613;153;413;51;3;153;233;51;2;0;6;53;439;718;5671;46;79;67;53;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:32"
"1925";245639643;21;"2015-04-10";1537775;-54;3065;254;78;2237;1561;205;368;54;4;205;205;54;2;0;5;55;248;3502;30318;54;176;71;56;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:32"
"1926";245639645;21;"2015-04-11";1537687;-88;2131;259;107;2817;1785;229;512;53;3;229;260;53;1;0;5;54;176;822;28528;29;180;78;53;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:13:33"
"1927";245639647;21;"2015-04-12";1537625;-62;2156;241;94;2221;1437;205;357;61;3;205;167;61;1;0;4;58;231;339;2766;47;167;62;62;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:22:47"
"1928";245639649;21;"2015-04-13";1537572;-53;2227;193;62;3416;2236;128;628;80;6;128;341;79;4;0;4;82;192;338;1948;25;94;86;81;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:24:28"
"1929";245639651;21;"2015-04-14";1537421;-151;2215;205;45;2594;1872;150;435;64;8;148;261;64;6;0;6;68;290;1581;29841;41;114;79;67;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:14:53"
"1930";245639653;21;"2015-04-15";1537462;41;2215;223;71;2432;1640;204;407;60;2;204;215;60;0;0;6;60;200;1525;29335;38;144;63;60;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:14:53"
"1931";245639655;21;"2015-04-16";1537715;253;2315;184;72;2653;1781;145;471;59;2;145;259;59;0;0;8;59;210;2141;29213;41;108;73;57;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:26:12"
"1932";245639657;21;"2015-04-17";1537907;192;2328;220;59;1969;1273;197;319;52;4;197;151;52;2;0;2;53;154;1060;29049;30;151;59;49;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:44"
"1933";245639659;21;"2015-04-18";1538182;275;2626;241;105;1922;1346;246;317;42;2;246;179;42;0;0;3;42;284;986;29828;57;185;55;41;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:49"
"1934";245639661;21;"2015-04-19";1538489;307;3036;188;82;1967;1375;167;333;46;3;167;190;45;2;0;4;45;340;2181;28373;61;128;53;46;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:48"
"1935";245639663;21;"2015-04-20";1538790;301;3036;221;64;2726;1862;158;485;74;3;158;275;74;1;0;0;74;233;448;8537;29;126;92;74;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:47"
"1936";245639665;21;"2015-04-21";1538925;135;3346;200;70;2143;1511;135;356;58;2;135;201;58;1;0;6;58;352;1061;29733;29;121;76;57;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:45"
"1937";245639667;21;"2015-04-22";1539042;117;4411;332;83;2158;1478;290;334;44;3;290;170;44;1;0;9;44;214;1145;23257;35;264;64;44;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:45"
"1938";245639669;21;"2015-04-23";1539192;150;4671;421;75;2202;1594;390;330;47;3;390;184;47;1;0;5;48;192;1301;25364;21;340;74;47;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:50"
"1939";245639671;21;"2015-04-24";1539309;117;4671;603;132;2559;1943;607;331;50;3;607;186;50;0;0;12;50;292;541;5682;52;526;73;48;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:49"
"1940";245639673;21;"2015-04-25";1539407;98;4811;990;354;2691;2183;1031;298;36;3;1031;179;35;1;0;9;34;380;7667;183751;44;925;64;34;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:46"
"1941";245639709;21;"2015-04-26";1539554;147;4811;359;110;1782;1282;346;267;35;2;346;148;35;0;0;4;35;161;1972;28257;65;310;47;35;0;0;0;"no";"2015-06-04 04:20:56";"2015-06-05 15:27:47"
"1942";245639711;21;"2015-04-27";1539688;134;5038;256;77;2461;1781;229;445;55;1;229;280;54;0;0;0;53;231;408;3692;46;182;68;52;0;0;0;"no";"2015-06-04 04:20:59";"2015-06-05 15:27:44"
"1943";245639713;21;"2015-04-28";1539829;141;5194;835;273;4828;4328;584;743;43;4;584;627;43;1;0;55;44;298;1147;28000;88;531;405;44;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:44"
"1944";245639715;21;"2015-04-29";1539896;67;5133;376;109;3353;2421;185;627;73;1;185;399;72;0;0;4;72;212;1070;30064;40;155;208;72;0;0;0;"no";"2015-06-04 04:21:00";"2015-07-28 05:52:32"
"1945";245639717;21;"2015-04-30";1540213;317;5668;434;189;3340;2276;372;604;62;2;372;344;62;0;0;2;61;157;1545;29331;35;274;165;62;0;0;0;"no";"2015-06-04 04:21:00";"2015-07-28 05:52:33"
"1946";245639719;21;"2015-05-01";1540240;27;5668;244;94;2034;1358;230;342;48;3;230;176;48;2;0;1;50;180;1701;57828;33;172;77;49;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:45"
"1947";245639721;21;"2015-05-02";1540149;-91;6031;1017;334;6377;5608;585;1149;42;1;584;960;42;0;0;53;42;173;1237;23569;47;567;616;42;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:45"
"1948";245639723;21;"2015-05-03";1540081;-68;6149;394;149;2583;2007;195;513;39;2;195;372;39;1;0;0;40;222;985;27011;52;191;241;40;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:47"
"1949";245639725;21;"2015-05-04";1539927;-154;5552;160;46;2422;1542;90;432;65;3;90;218;65;1;0;3;66;182;743;27969;35;73;82;66;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:47"
"1950";245639729;21;"2015-05-05";1539885;-42;5547;214;59;2548;1808;160;442;67;3;160;263;67;1;0;3;67;377;965;30318;84;123;76;63;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:50"
"1951";245639731;21;"2015-05-06";1539923;38;5547;304;71;2322;1750;262;357;55;4;262;223;55;1;0;9;50;440;728;6196;79;217;92;54;0;0;0;"no";"2015-06-04 04:21:00";"2015-07-28 05:52:32"
"1952";245639733;21;"2015-05-07";1539916;-7;5270;277;88;3118;2166;166;551;83;3;166;318;82;2;0;3;80;217;932;29896;39;140;119;83;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:46"
"1953";245639737;21;"2015-05-08";1539920;4;4165;453;142;4297;3073;309;708;104;3;309;408;104;1;0;18;102;186;881;29094;16;276;165;101;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:46"
"1954";245639739;21;"2015-05-09";1539911;-9;3993;123;50;2718;1677;30;533;68;1;29;273;68;1;0;0;69;155;794;28107;33;29;83;69;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:48"
"1955";245639741;21;"2015-05-10";1539967;56;3993;128;29;1992;1324;56;385;39;3;56;221;39;2;0;3;39;243;1101;22144;32;56;68;40;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:49"
"1956";245639743;21;"2015-05-11";1540034;67;3879;138;59;2680;1872;32;499;75;3;32;297;75;3;0;1;76;251;1888;29805;50;32;98;71;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:44"
"1957";245639745;21;"2015-05-12";1540142;108;3879;155;56;2130;1466;62;383;57;4;62;220;57;3;0;2;60;322;2235;29090;43;62;85;59;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-10 04:50:44"
"1958";245639747;21;"2015-05-13";1540183;41;3834;143;36;2073;1329;65;383;56;1;65;200;56;0;0;1;55;196;621;18563;46;58;71;56;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-10 04:50:44"
"1959";245639749;21;"2015-05-14";1540213;30;3834;139;50;1896;1224;72;343;48;3;72;178;48;2;0;2;50;208;1287;27875;47;64;66;49;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:47"
"1960";245639751;21;"2015-05-15";1540182;-31;3991;80;29;1449;881;17;265;45;1;17;123;45;1;0;0;46;181;1370;25876;36;17;52;44;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:48"
"1961";245639755;21;"2015-05-16";1540230;48;3763;314;110;2267;1679;343;335;39;4;343;191;39;3;0;14;40;192;496;10342;38;255;51;42;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:48"
"1962";245639757;21;"2015-05-17";1540256;26;3355;146;43;1948;1248;72;346;57;3;72;174;57;2;0;0;58;253;1306;29696;23;69;66;56;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:44"
"1963";245639759;21;"2015-05-18";1540322;66;3355;147;48;2487;1671;63;477;56;3;63;276;56;2;0;2;57;186;2254;29828;44;58;81;57;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:44"
"1964";245639761;21;"2015-05-19";1540333;11;3322;174;51;2043;1499;115;318;54;4;115;188;54;2;0;11;55;452;1437;39216;47;93;68;54;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:46"
"1965";245639763;21;"2015-05-20";1540645;312;3304;218;66;2558;1886;170;430;55;3;170;268;55;1;0;12;56;321;423;4677;51;119;94;55;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:27:46"
"1966";245639765;21;"2015-05-21";1540631;-14;3226;136;40;2438;1610;46;450;64;0;46;243;64;0;0;5;62;224;3768;29063;30;40;83;60;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:29:21"
"1967";245639767;21;"2015-05-22";1540769;138;3336;110;30;1877;1205;33;349;48;4;33;184;48;3;0;1;51;236;963;26322;35;33;68;51;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:29:21"
"1968";245639769;21;"2015-05-23";1540944;175;3563;128;29;2207;1431;51;419;55;2;51;228;55;1;0;1;55;246;1000;30071;59;49;67;53;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:29:22"
"1969";245639771;21;"2015-05-24";1541158;214;3580;102;25;1892;1256;52;361;42;1;52;205;42;0;0;3;41;269;1323;25740;72;45;52;42;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:29:21"
"1970";245639775;21;"2015-05-25";1541334;176;3660;123;39;2187;1375;59;412;50;4;59;212;50;3;0;2;52;193;1012;28854;50;53;64;52;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-05 15:29:21"
"1971";245639777;21;"2015-05-26";1541550;216;3684;156;63;2665;1833;61;496;73;3;61;291;73;2;0;0;75;296;1233;19567;58;53;93;74;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:52:00"
"1972";245639779;21;"2015-05-27";1541705;155;3763;197;65;3128;2184;120;588;67;2;120;355;67;1;0;6;68;274;1083;26738;22;89;102;66;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:51:59"
"1973";245639781;21;"2015-05-28";1541880;175;3755;544;313;2982;2262;838;401;54;5;838;227;54;3;0;3;57;295;2028;30884;41;455;90;54;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:52:00"
"1974";245639783;21;"2015-05-29";1541294;-586;3684;204;88;2111;1543;123;334;59;7;123;195;59;6;0;6;61;379;1083;34303;58;114;79;61;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:51:59"
"1975";245639785;21;"2015-05-30";1541326;32;3684;118;39;1545;1129;85;241;37;6;85;140;37;5;0;8;40;341;2547;26283;72;59;56;40;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-12 12:53:04"
"1976";245639787;21;"2015-05-31";1541346;20;3553;125;39;1823;1259;99;318;48;3;99;180;48;2;0;2;48;427;1591;27183;105;61;59;47;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:52:00"
"1977";245639789;21;"2015-06-01";1541316;-30;3507;194;59;2370;1710;126;402;63;7;126;243;63;5;0;3;65;373;1697;29713;49;103;84;67;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:51:59"
"1978";245639791;21;"2015-06-02";1541325;9;3508;231;74;2867;1935;179;488;60;4;179;261;60;2;0;13;60;434;1897;28246;37;128;97;60;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:51:59"
"1979";245639795;21;"2015-06-03";1541386;61;3422;148;51;2121;1389;85;375;56;2;85;195;56;1;0;4;57;295;928;28102;97;71;66;56;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:52:00"
"1980";245639797;21;"2015-06-04";1541475;89;3378;135;51;1761;1117;81;325;37;3;81;167;37;2;0;3;39;266;303;885;88;75;53;37;0;0;0;"no";"2015-06-04 04:21:00";"2015-06-11 04:51:59"
"1981";246918297;21;"2015-06-05";1541601;126;3378;177;71;2178;1518;138;373;47;5;138;214;47;3;0;0;49;288;1572;29858;66;104;66;48;0;0;0;"no";"2015-06-05 00:01:03";"2015-06-11 04:51:59"
"1982";247362799;21;"2015-06-06";1541666;65;3400;139;53;1734;1110;106;302;47;1;106;149;47;0;0;2;47;230;1419;28711;91;79;54;47;0;0;0;"no";"2015-06-06 00:05:43";"2015-06-11 20:52:23"
"1983";247724093;21;"2015-06-07";1541709;43;3306;157;54;1778;1146;118;312;43;3;118;157;43;2;0;0;45;198;2005;28130;86;95;52;42;0;0;0;"no";"2015-06-07 00:12:16";"2015-06-12 20:53:20"
"1984";247905771;21;"2015-06-08";1541717;8;3202;352;166;3115;2107;291;507;73;3;291;258;73;2;0;11;74;269;1205;30709;103;264;79;71;0;0;0;"no";"2015-06-08 00:02:04";"2015-06-16 21:35:25"
"1985";248038675;21;"2015-06-09";1541736;19;3244;199;61;2815;1811;103;498;83;2;103;250;83;1;0;2;83;293;1531;29720;64;90;88;83;0;0;0;"no";"2015-06-09 04:49:37";"2015-06-17 13:35:46"
"1986";248520137;21;"2015-06-10";1541777;41;3310;163;55;3229;2113;61;592;87;2;61;316;87;1;0;0;88;395;2193;29377;94;58;91;84;0;0;0;"no";"2015-06-10 04:50:38";"2015-06-22 20:38:58"
"1987";248614043;21;"2015-06-11";1541894;117;3310;137;42;2018;1346;70;372;50;1;70;207;50;0;0;0;48;272;2099;28744;85;62;65;47;0;0;0;"no";"2015-06-11 04:51:45";"2015-07-28 05:52:33"
"1988";248687579;21;"2015-06-12";1541927;33;3310;239;97;2257;1641;201;358;42;4;201;210;42;2;0;0;40;321;2607;29026;113;175;64;41;0;0;0;"no";"2015-06-12 04:52:37";"2015-06-20 20:20:12"
"1989";249031023;21;"2015-06-13";1541892;-35;3310;229;110;1711;1267;171;230;29;3;171;122;29;2;0;0;29;270;2198;24829;89;163;61;31;0;0;0;"no";"2015-06-13 04:53:41";"2015-07-28 05:52:33"
"1990";249225553;21;"2015-06-14";1541959;67;3310;141;38;1943;1347;75;329;52;2;75;183;52;1;0;7;53;384;551;4256;118;68;67;51;0;0;0;"no";"2015-06-14 05:33:51";"2015-07-28 05:52:33"
"1991";249916507;21;"2015-06-15";1541980;21;3536;200;84;3015;1999;91;550;82;3;91;299;82;2;0;2;84;254;1032;29918;68;82;99;82;0;0;0;"no";"2015-06-15 05:34:01";"2015-07-28 05:52:32"
"1992";250133063;21;"2015-06-16";1541994;14;3588;157;55;2629;1741;81;485;65;2;81;266;65;1;0;4;66;215;1710;29858;70;65;85;61;0;0;0;"no";"2015-06-16 05:34:59";"2015-06-25 04:39:03"
"1993";250213389;21;"2015-06-17";1542025;31;3588;179;63;2385;1513;97;429;67;3;97;214;67;2;0;0;69;214;533;5721;67;90;81;66;0;0;0;"no";"2015-06-17 05:35:43";"2015-06-25 12:38:49"
"1994";250422545;21;"2015-06-18";1542032;7;3588;177;53;2523;1707;95;452;63;3;95;251;63;2;0;5;65;173;1174;29515;64;80;93;63;0;0;0;"no";"2015-06-18 00:23:32";"2015-06-26 20:38:30"
"1995";250803443;21;"2015-06-19";1542070;38;3629;170;64;2333;1661;101;402;56;4;101;237;56;3;0;8;58;490;2823;29268;118;84;81;56;0;0;0;"no";"2015-06-19 02:22:43";"2015-07-28 05:52:32"
"1996";250916711;21;"2015-06-20";1542181;111;3629;127;48;1997;1353;73;372;43;1;73;214;43;0;0;5;43;259;620;13081;80;68;54;43;0;0;0;"no";"2015-06-20 00:37:38";"2015-06-28 04:38:21"
"1997";251335585;21;"2015-06-21";1542188;7;3628;178;49;2142;1306;118;396;52;2;118;190;52;1;0;0;53;316;1179;24204;73;105;68;53;0;0;0;"no";"2015-06-21 04:20:04";"2015-06-29 20:39:16"
"1998";252135005;21;"2015-06-22";1542229;41;3263;186;79;3272;2228;72;595;94;3;72;337;94;2;0;2;96;337;1054;29159;57;60;104;92;0;0;0;"no";"2015-06-22 04:38:19";"2015-07-28 05:52:33"
"1999";252212355;21;"2015-06-23";1542262;33;3263;178;52;3036;2056;92;607;58;3;92;365;58;2;0;1;59;211;798;25967;78;84;86;56;0;0;0;"no";"2015-06-23 04:38:49";"2015-07-28 05:52:32"
"2000";252276937;21;"2015-06-24";1542250;-12;3194;158;56;2235;1567;87;402;55;3;87;238;55;2;0;0;57;300;2084;29512;90;78;69;51;0;0;0;"no";"2015-06-24 04:38:58";"2015-07-02 21:07:45"
